timestamp,user_id,role,department,action,patient_id,workstation,status
2025-06-03 11:41:19,agarcia,Nurse,Endocrinology,VIEW_MEDS,PT-6026,WS-001,SUCCESS
2025-06-03 11:41:53,kpatel,Nurse,Family Medicine,PRINT_SUMMARY,PT-6109,WS-015,SUCCESS
2025-06-03 11:43:44,mlopez,Physician,Pulmonology,VIEW_LABS,PT-6000,WS-016,SUCCESS
2025-06-03 11:43:56,kpatel,Nurse,Family Medicine,VIEW_LABS,PT-6082,WS-006,SUCCESS
2025-06-03 11:55:46,tbrown,Billing Specialist,Revenue Cycle,VIEW_MEDS,PT-6005,WS-013,SUCCESS
2025-06-03 11:55:50,mlopez,Physician,Pulmonology,PRINT_SUMMARY,PT-6096,WS-005,SUCCESS
2025-06-03 11:58:42,kpatel,Nurse,Family Medicine,UPDATE_VITALS,PT-6038,WS-009,SUCCESS
2025-06-03 12:02:31,rsmith,Registration Clerk,Front Desk,VIEW_CHART,PT-6071,WS-007,SUCCESS
2025-06-03 12:12:35,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6054,WS-004,SUCCESS
2025-06-03 12:21:01,kpatel,Nurse,Family Medicine,UPDATE_VITALS,PT-6108,WS-001,SUCCESS
2025-06-03 12:21:41,agarcia,Nurse,Endocrinology,VIEW_MEDS,PT-6022,WS-001,SUCCESS
2025-06-03 12:21:42,agarcia,Nurse,Endocrinology,PRINT_SUMMARY,PT-6099,WS-015,SUCCESS
2025-06-03 12:30:27,jchen,Nurse,Cardiology,PRINT_SUMMARY,PT-6057,WS-009,SUCCESS
2025-06-03 12:31:51,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6016,WS-001,SUCCESS
2025-06-03 12:41:10,jchen,Nurse,Cardiology,VIEW_CHART,PT-6108,WS-009,SUCCESS
2025-06-03 12:46:49,tbrown,Billing Specialist,Revenue Cycle,PRINT_SUMMARY,PT-6041,WS-006,SUCCESS
2025-06-03 12:49:14,rsmith,Registration Clerk,Front Desk,VIEW_CHART,PT-6076,WS-005,SUCCESS
2025-06-03 12:56:57,rsmith,Registration Clerk,Front Desk,VIEW_LABS,PT-6114,WS-008,SUCCESS
2025-06-03 12:58:54,tbrown,Billing Specialist,Revenue Cycle,VIEW_MEDS,PT-6022,WS-008,SUCCESS
2025-06-03 13:02:26,kpatel,Nurse,Family Medicine,VIEW_LABS,PT-6011,WS-009,SUCCESS
2025-06-03 13:20:20,kpatel,Nurse,Family Medicine,VIEW_MEDS,PT-6089,WS-004,SUCCESS
2025-06-03 13:29:54,tbrown,Billing Specialist,Revenue Cycle,VIEW_MEDS,PT-6024,WS-011,SUCCESS
2025-06-03 13:34:24,kpatel,Nurse,Family Medicine,VIEW_LABS,PT-6011,WS-006,SUCCESS
2025-06-03 13:35:26,mlopez,Physician,Pulmonology,VIEW_CHART,PT-6006,WS-024,SUCCESS
2025-06-03 13:36:16,kpatel,Nurse,Family Medicine,VIEW_MEDS,PT-6116,WS-011,SUCCESS
2025-06-03 13:48:09,tbrown,Billing Specialist,Revenue Cycle,UPDATE_VITALS,PT-6032,WS-024,SUCCESS
2025-06-03 13:53:28,kpatel,Nurse,Family Medicine,UPDATE_VITALS,PT-6016,WS-022,SUCCESS
2025-06-03 14:09:13,dwilson,Physician,Orthopedics,PRINT_SUMMARY,PT-6044,WS-007,SUCCESS
2025-06-03 14:11:39,agarcia,Nurse,Endocrinology,PRINT_SUMMARY,PT-6108,WS-021,SUCCESS
2025-06-03 14:14:25,mlopez,Physician,Pulmonology,PRINT_SUMMARY,PT-6035,WS-004,SUCCESS
2025-06-03 14:22:36,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6106,WS-016,SUCCESS
2025-06-03 14:24:13,jchen,Nurse,Cardiology,VIEW_LABS,PT-6009,WS-020,SUCCESS
2025-06-03 14:29:42,tbrown,Billing Specialist,Revenue Cycle,VIEW_LABS,PT-6012,WS-014,SUCCESS
2025-06-03 14:41:02,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6079,WS-013,SUCCESS
2025-06-03 14:44:01,mlopez,Physician,Pulmonology,UPDATE_VITALS,PT-6062,WS-002,SUCCESS
2025-06-03 14:47:44,dwilson,Physician,Orthopedics,VIEW_CHART,PT-6083,WS-015,SUCCESS
2025-06-03 14:47:57,jchen,Nurse,Cardiology,VIEW_MEDS,PT-6063,WS-013,SUCCESS
2025-06-03 14:54:41,jchen,Nurse,Cardiology,VIEW_CHART,PT-6095,WS-024,SUCCESS
2025-06-03 14:58:05,dwilson,Physician,Orthopedics,VIEW_LABS,PT-6081,WS-018,SUCCESS
2025-06-03 15:06:30,jchen,Nurse,Cardiology,UPDATE_VITALS,PT-6090,WS-017,SUCCESS
2025-06-03 15:10:44,mlopez,Physician,Pulmonology,VIEW_MEDS,PT-6038,WS-024,SUCCESS
2025-06-03 15:18:52,jchen,Nurse,Cardiology,PRINT_SUMMARY,PT-6072,WS-005,SUCCESS
2025-06-03 15:26:24,mlopez,Physician,Pulmonology,VIEW_LABS,PT-6063,WS-016,SUCCESS
2025-06-03 15:27:21,rsmith,Registration Clerk,Front Desk,UPDATE_VITALS,PT-6007,WS-001,SUCCESS
2025-06-03 15:31:05,rsmith,Registration Clerk,Front Desk,VIEW_LABS,PT-6050,WS-015,SUCCESS
2025-06-03 15:33:22,mlopez,Physician,Pulmonology,UPDATE_VITALS,PT-6032,WS-012,SUCCESS
2025-06-03 15:37:11,rsmith,Registration Clerk,Front Desk,UPDATE_VITALS,PT-6087,WS-013,SUCCESS
2025-06-03 15:47:12,dwilson,Physician,Orthopedics,VIEW_LABS,PT-6104,WS-001,SUCCESS
2025-06-03 15:50:49,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6018,WS-012,SUCCESS
2025-06-03 15:52:06,kpatel,Nurse,Family Medicine,UPDATE_VITALS,PT-6051,WS-021,SUCCESS
2025-06-03 15:57:00,kpatel,Nurse,Family Medicine,VIEW_LABS,PT-6048,WS-009,SUCCESS
2025-06-03 15:59:45,kpatel,Nurse,Family Medicine,VIEW_MEDS,PT-6049,WS-014,SUCCESS
2025-06-03 16:00:31,mlopez,Physician,Pulmonology,VIEW_MEDS,PT-6015,WS-007,SUCCESS
2025-06-03 16:06:53,tbrown,Billing Specialist,Revenue Cycle,UPDATE_VITALS,PT-6037,WS-009,SUCCESS
2025-06-03 16:11:25,rsmith,Registration Clerk,Front Desk,VIEW_LABS,PT-6029,WS-015,SUCCESS
2025-06-03 16:16:25,tbrown,Billing Specialist,Revenue Cycle,PRINT_SUMMARY,PT-6030,WS-011,SUCCESS
2025-06-03 16:19:20,kpatel,Nurse,Family Medicine,VIEW_CHART,PT-6100,WS-005,SUCCESS
2025-06-03 16:20:13,agarcia,Nurse,Endocrinology,VIEW_MEDS,PT-6039,WS-019,SUCCESS
2025-06-03 16:28:39,tbrown,Billing Specialist,Revenue Cycle,VIEW_MEDS,PT-6104,WS-016,SUCCESS
2025-06-03 16:37:50,tbrown,Billing Specialist,Revenue Cycle,UPDATE_VITALS,PT-6105,WS-023,SUCCESS
2025-06-03 16:49:33,dwilson,Physician,Orthopedics,VIEW_MEDS,PT-6086,WS-012,SUCCESS
2025-06-03 16:50:39,agarcia,Nurse,Endocrinology,VIEW_MEDS,PT-6073,WS-012,SUCCESS
2025-06-03 17:00:58,mlopez,Physician,Pulmonology,UPDATE_VITALS,PT-6081,WS-005,SUCCESS
2025-06-03 17:15:03,mlopez,Physician,Pulmonology,UPDATE_VITALS,PT-6013,WS-002,SUCCESS
2025-06-03 17:20:05,tbrown,Billing Specialist,Revenue Cycle,VIEW_MEDS,PT-6046,WS-020,SUCCESS
2025-06-03 17:22:15,agarcia,Nurse,Endocrinology,UPDATE_VITALS,PT-6082,WS-007,SUCCESS
2025-06-03 17:35:38,dwilson,Physician,Orthopedics,VIEW_LABS,PT-6107,WS-015,SUCCESS
2025-06-03 17:36:15,agarcia,Nurse,Endocrinology,VIEW_MEDS,PT-6053,WS-001,SUCCESS
2025-06-03 17:36:40,mlopez,Physician,Pulmonology,VIEW_MEDS,PT-6116,WS-018,SUCCESS
2025-06-03 17:45:41,kpatel,Nurse,Family Medicine,VIEW_MEDS,PT-6051,WS-021,SUCCESS
2025-06-03 17:46:40,rsmith,Registration Clerk,Front Desk,UPDATE_VITALS,PT-6093,WS-004,SUCCESS
2025-06-03 17:56:34,mlopez,Physician,Pulmonology,PRINT_SUMMARY,PT-6016,WS-006,SUCCESS
2025-06-03 17:58:21,dwilson,Physician,Orthopedics,VIEW_CHART,PT-6112,WS-010,SUCCESS
2025-06-03 18:03:47,rsmith,Registration Clerk,Front Desk,VIEW_CHART,PT-6027,WS-001,SUCCESS
2025-06-03 18:15:45,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6049,WS-012,SUCCESS
2025-06-03 18:21:28,tbrown,Billing Specialist,Revenue Cycle,VIEW_CHART,PT-6003,WS-008,SUCCESS
2025-06-03 18:26:17,agarcia,Nurse,Endocrinology,UPDATE_VITALS,PT-6095,WS-019,SUCCESS
2025-06-03 18:30:26,rsmith,Registration Clerk,Front Desk,VIEW_LABS,PT-6060,WS-017,SUCCESS
2025-06-03 18:37:09,kpatel,Nurse,Family Medicine,VIEW_MEDS,PT-6000,WS-003,SUCCESS
2025-06-03 18:40:00,kpatel,Nurse,Family Medicine,VIEW_LABS,PT-6100,WS-004,SUCCESS
2025-06-03 18:40:12,jchen,Nurse,Cardiology,VIEW_CHART,PT-6088,WS-007,SUCCESS
2025-06-03 18:40:32,dwilson,Physician,Orthopedics,PRINT_SUMMARY,PT-6024,WS-003,SUCCESS
2025-06-03 18:41:21,rsmith,Registration Clerk,Front Desk,VIEW_LABS,PT-6053,WS-002,SUCCESS
2025-06-03 18:44:15,jchen,Nurse,Cardiology,VIEW_MEDS,PT-6002,WS-010,SUCCESS
2025-06-03 18:45:47,tbrown,Billing Specialist,Revenue Cycle,VIEW_CHART,PT-6009,WS-009,SUCCESS
2025-06-03 18:49:11,rsmith,Registration Clerk,Front Desk,VIEW_MEDS,PT-6021,WS-004,SUCCESS
2025-06-03 18:53:29,dwilson,Physician,Orthopedics,VIEW_CHART,PT-6000,WS-016,SUCCESS
2025-06-03 18:54:33,dwilson,Physician,Orthopedics,PRINT_SUMMARY,PT-6067,WS-008,SUCCESS
2025-06-03 18:55:10,jchen,Nurse,Cardiology,PRINT_SUMMARY,PT-6025,WS-010,SUCCESS
2025-06-03 18:57:27,kpatel,Nurse,Family Medicine,VIEW_MEDS,PT-6054,WS-005,SUCCESS
2025-06-03 18:58:13,rsmith,Registration Clerk,Front Desk,VIEW_LABS,PT-6042,WS-007,SUCCESS
2025-06-04 07:03:58,dwilson,Physician,Orthopedics,VIEW_LABS,PT-6116,WS-014,SUCCESS
2025-06-04 07:04:34,kpatel,Nurse,Family Medicine,VIEW_MEDS,PT-6095,WS-015,SUCCESS
2025-06-04 07:10:57,kpatel,Nurse,Family Medicine,UPDATE_VITALS,PT-6115,WS-008,SUCCESS
2025-06-04 07:18:07,tbrown,Billing Specialist,Revenue Cycle,VIEW_LABS,PT-6038,WS-009,SUCCESS
2025-06-04 07:18:37,jchen,Nurse,Cardiology,VIEW_CHART,PT-6078,WS-024,SUCCESS
2025-06-04 07:22:13,rsmith,Registration Clerk,Front Desk,VIEW_LABS,PT-6088,WS-021,SUCCESS
2025-06-04 07:22:18,rsmith,Registration Clerk,Front Desk,VIEW_MEDS,PT-6003,WS-014,SUCCESS
2025-06-04 07:27:56,kpatel,Nurse,Family Medicine,UPDATE_VITALS,PT-6114,WS-024,SUCCESS
2025-06-04 07:29:21,jchen,Nurse,Cardiology,VIEW_LABS,PT-6010,WS-024,SUCCESS
2025-06-04 07:32:49,mlopez,Physician,Pulmonology,VIEW_CHART,PT-6000,WS-019,SUCCESS
2025-06-04 07:40:45,agarcia,Nurse,Endocrinology,UPDATE_VITALS,PT-6048,WS-013,SUCCESS
2025-06-04 07:41:05,agarcia,Nurse,Endocrinology,PRINT_SUMMARY,PT-6115,WS-011,SUCCESS
2025-06-04 07:44:16,agarcia,Nurse,Endocrinology,VIEW_CHART,PT-6053,WS-014,SUCCESS
2025-06-04 07:47:21,rsmith,Registration Clerk,Front Desk,PRINT_SUMMARY,PT-6097,WS-012,SUCCESS
2025-06-04 07:47:28,rsmith,Registration Clerk,Front Desk,VIEW_MEDS,PT-6013,WS-008,SUCCESS
2025-06-04 07:57:56,kpatel,Nurse,Family Medicine,VIEW_MEDS,PT-6022,WS-008,SUCCESS
2025-06-04 08:10:27,rsmith,Registration Clerk,Front Desk,VIEW_LABS,PT-6037,WS-011,SUCCESS
2025-06-04 08:18:39,agarcia,Nurse,Endocrinology,UPDATE_VITALS,PT-6094,WS-013,SUCCESS
2025-06-04 08:18:40,dwilson,Physician,Orthopedics,VIEW_CHART,PT-6035,WS-007,SUCCESS
2025-06-04 08:19:08,tbrown,Billing Specialist,Revenue Cycle,VIEW_CHART,PT-6062,WS-023,SUCCESS
2025-06-04 08:20:33,rsmith,Registration Clerk,Front Desk,PRINT_SUMMARY,PT-6118,WS-006,SUCCESS
2025-06-04 08:22:51,jchen,Nurse,Cardiology,PRINT_SUMMARY,PT-6006,WS-021,SUCCESS
2025-06-04 08:30:45,tbrown,Billing Specialist,Revenue Cycle,VIEW_MEDS,PT-6082,WS-023,SUCCESS
2025-06-04 08:32:29,jchen,Nurse,Cardiology,VIEW_MEDS,PT-6046,WS-003,SUCCESS
2025-06-04 08:35:03,mlopez,Physician,Pulmonology,VIEW_LABS,PT-6078,WS-021,SUCCESS
2025-06-04 08:42:06,dwilson,Physician,Orthopedics,PRINT_SUMMARY,PT-6094,WS-013,SUCCESS
2025-06-04 08:43:22,jchen,Nurse,Cardiology,PRINT_SUMMARY,PT-6117,WS-016,SUCCESS
2025-06-04 08:49:58,agarcia,Nurse,Endocrinology,UPDATE_VITALS,PT-6109,WS-013,SUCCESS
2025-06-04 08:54:38,mlopez,Physician,Pulmonology,VIEW_CHART,PT-6001,WS-020,SUCCESS
2025-06-04 09:05:44,mlopez,Physician,Pulmonology,UPDATE_VITALS,PT-6008,WS-010,SUCCESS
2025-06-04 09:07:15,mlopez,Physician,Pulmonology,VIEW_CHART,PT-6037,WS-017,SUCCESS
2025-06-04 09:11:06,jchen,Nurse,Cardiology,VIEW_LABS,PT-6081,WS-009,SUCCESS
2025-06-04 09:12:20,agarcia,Nurse,Endocrinology,PRINT_SUMMARY,PT-6097,WS-004,SUCCESS
2025-06-04 09:13:50,agarcia,Nurse,Endocrinology,VIEW_CHART,PT-6103,WS-024,SUCCESS
2025-06-04 09:20:42,dwilson,Physician,Orthopedics,VIEW_LABS,PT-6018,WS-010,SUCCESS
2025-06-04 09:23:30,rsmith,Registration Clerk,Front Desk,PRINT_SUMMARY,PT-6114,WS-022,SUCCESS
2025-06-04 09:23:39,mlopez,Physician,Pulmonology,PRINT_SUMMARY,PT-6082,WS-017,SUCCESS
2025-06-04 09:28:07,rsmith,Registration Clerk,Front Desk,VIEW_CHART,PT-6004,WS-002,SUCCESS
2025-06-04 09:29:59,jchen,Nurse,Cardiology,UPDATE_VITALS,PT-6078,WS-017,SUCCESS
2025-06-04 09:39:34,mlopez,Physician,Pulmonology,UPDATE_VITALS,PT-6078,WS-021,SUCCESS
2025-06-04 09:50:55,jchen,Nurse,Cardiology,UPDATE_VITALS,PT-6004,WS-007,SUCCESS
2025-06-04 09:51:19,tbrown,Billing Specialist,Revenue Cycle,VIEW_LABS,PT-6034,WS-010,SUCCESS
2025-06-04 09:54:31,dwilson,Physician,Orthopedics,VIEW_MEDS,PT-6091,WS-023,SUCCESS
2025-06-04 09:58:55,mlopez,Physician,Pulmonology,VIEW_CHART,PT-6005,WS-002,SUCCESS
2025-06-04 10:02:37,mlopez,Physician,Pulmonology,PRINT_SUMMARY,PT-6118,WS-022,SUCCESS
2025-06-04 10:04:49,rsmith,Registration Clerk,Front Desk,UPDATE_VITALS,PT-6006,WS-023,SUCCESS
2025-06-04 10:07:36,tbrown,Billing Specialist,Revenue Cycle,VIEW_LABS,PT-6036,WS-007,SUCCESS
2025-06-04 10:11:30,kpatel,Nurse,Family Medicine,PRINT_SUMMARY,PT-6086,WS-014,SUCCESS
2025-06-04 10:37:18,agarcia,Nurse,Endocrinology,VIEW_MEDS,PT-6062,WS-014,SUCCESS
2025-06-04 10:45:22,dwilson,Physician,Orthopedics,VIEW_CHART,PT-6114,WS-014,SUCCESS
2025-06-04 10:45:52,jchen,Nurse,Cardiology,PRINT_SUMMARY,PT-6010,WS-002,SUCCESS
2025-06-04 10:56:11,agarcia,Nurse,Endocrinology,VIEW_CHART,PT-6049,WS-016,SUCCESS
2025-06-04 10:56:12,dwilson,Physician,Orthopedics,VIEW_LABS,PT-6033,WS-024,SUCCESS
2025-06-04 10:56:33,kpatel,Nurse,Family Medicine,VIEW_LABS,PT-6048,WS-021,SUCCESS
2025-06-04 10:58:11,mlopez,Physician,Pulmonology,VIEW_CHART,PT-6056,WS-008,SUCCESS
2025-06-04 11:02:17,rsmith,Registration Clerk,Front Desk,UPDATE_VITALS,PT-6002,WS-012,SUCCESS
2025-06-04 11:08:18,rsmith,Registration Clerk,Front Desk,VIEW_LABS,PT-6089,WS-001,SUCCESS
2025-06-04 11:10:54,tbrown,Billing Specialist,Revenue Cycle,UPDATE_VITALS,PT-6066,WS-005,SUCCESS
2025-06-04 11:14:15,agarcia,Nurse,Endocrinology,VIEW_MEDS,PT-6059,WS-010,SUCCESS
2025-06-04 11:15:25,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6034,WS-023,SUCCESS
2025-06-04 11:15:34,mlopez,Physician,Pulmonology,VIEW_CHART,PT-6066,WS-012,SUCCESS
2025-06-04 11:16:02,tbrown,Billing Specialist,Revenue Cycle,VIEW_MEDS,PT-6118,WS-013,SUCCESS
2025-06-04 11:30:49,agarcia,Nurse,Endocrinology,UPDATE_VITALS,PT-6054,WS-022,SUCCESS
2025-06-04 11:33:05,tbrown,Billing Specialist,Revenue Cycle,VIEW_LABS,PT-6058,WS-005,SUCCESS
2025-06-04 11:41:55,rsmith,Registration Clerk,Front Desk,PRINT_SUMMARY,PT-6009,WS-019,SUCCESS
2025-06-04 11:47:17,dwilson,Physician,Orthopedics,VIEW_MEDS,PT-6088,WS-008,SUCCESS
2025-06-04 11:55:27,agarcia,Nurse,Endocrinology,VIEW_MEDS,PT-6026,WS-022,SUCCESS
2025-06-04 12:03:13,dwilson,Physician,Orthopedics,VIEW_LABS,PT-6085,WS-024,SUCCESS
2025-06-04 12:08:12,tbrown,Billing Specialist,Revenue Cycle,PRINT_SUMMARY,PT-6064,WS-006,SUCCESS
2025-06-04 12:11:12,mlopez,Physician,Pulmonology,PRINT_SUMMARY,PT-6046,WS-002,SUCCESS
2025-06-04 12:13:57,tbrown,Billing Specialist,Revenue Cycle,PRINT_SUMMARY,PT-6025,WS-010,SUCCESS
2025-06-04 12:14:47,kpatel,Nurse,Family Medicine,VIEW_LABS,PT-6073,WS-010,SUCCESS
2025-06-04 12:19:30,mlopez,Physician,Pulmonology,PRINT_SUMMARY,PT-6093,WS-016,SUCCESS
2025-06-04 12:24:36,mlopez,Physician,Pulmonology,VIEW_CHART,PT-6081,WS-005,SUCCESS
2025-06-04 12:27:44,agarcia,Nurse,Endocrinology,PRINT_SUMMARY,PT-6109,WS-014,SUCCESS
2025-06-04 12:28:53,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6091,WS-016,SUCCESS
2025-06-04 12:32:43,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6016,WS-003,SUCCESS
2025-06-04 12:53:23,tbrown,Billing Specialist,Revenue Cycle,VIEW_MEDS,PT-6088,WS-006,SUCCESS
2025-06-04 13:00:21,dwilson,Physician,Orthopedics,UPDATE_VITALS,PT-6059,WS-001,SUCCESS
2025-06-04 13:02:41,rsmith,Registration Clerk,Front Desk,UPDATE_VITALS,PT-6079,WS-024,SUCCESS
2025-06-04 13:08:46,agarcia,Nurse,Endocrinology,UPDATE_VITALS,PT-6066,WS-011,SUCCESS
2025-06-04 13:13:08,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6114,WS-021,SUCCESS
2025-06-04 13:13:24,rsmith,Registration Clerk,Front Desk,VIEW_CHART,PT-6044,WS-016,SUCCESS
2025-06-04 13:13:50,agarcia,Nurse,Endocrinology,VIEW_CHART,PT-6108,WS-019,SUCCESS
2025-06-04 13:22:41,mlopez,Physician,Pulmonology,VIEW_MEDS,PT-6023,WS-008,SUCCESS
2025-06-04 13:22:42,tbrown,Billing Specialist,Revenue Cycle,PRINT_SUMMARY,PT-6082,WS-002,SUCCESS
2025-06-04 13:24:33,mlopez,Physician,Pulmonology,VIEW_MEDS,PT-6074,WS-010,SUCCESS
2025-06-04 13:31:13,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6091,WS-007,SUCCESS
2025-06-04 13:36:39,mlopez,Physician,Pulmonology,VIEW_LABS,PT-6018,WS-014,SUCCESS
2025-06-04 13:44:06,tbrown,Billing Specialist,Revenue Cycle,VIEW_CHART,PT-6080,WS-011,SUCCESS
2025-06-04 13:44:40,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6104,WS-005,SUCCESS
2025-06-04 13:57:37,jchen,Nurse,Cardiology,VIEW_CHART,PT-6032,WS-018,SUCCESS
2025-06-04 14:04:08,mlopez,Physician,Pulmonology,VIEW_LABS,PT-6046,WS-020,SUCCESS
2025-06-04 14:14:05,dwilson,Physician,Orthopedics,UPDATE_VITALS,PT-6020,WS-008,SUCCESS
2025-06-04 14:19:31,jchen,Nurse,Cardiology,UPDATE_VITALS,PT-6020,WS-011,SUCCESS
2025-06-04 14:28:49,agarcia,Nurse,Endocrinology,VIEW_CHART,PT-6084,WS-012,SUCCESS
2025-06-04 14:32:33,agarcia,Nurse,Endocrinology,UPDATE_VITALS,PT-6074,WS-009,SUCCESS
2025-06-04 14:33:19,dwilson,Physician,Orthopedics,UPDATE_VITALS,PT-6108,WS-014,SUCCESS
2025-06-04 14:35:13,rsmith,Registration Clerk,Front Desk,VIEW_MEDS,PT-6012,WS-005,SUCCESS
2025-06-04 14:36:23,rsmith,Registration Clerk,Front Desk,VIEW_CHART,PT-6094,WS-002,SUCCESS
2025-06-04 14:42:14,kpatel,Nurse,Family Medicine,VIEW_LABS,PT-6010,WS-017,SUCCESS
2025-06-04 14:46:16,mlopez,Physician,Pulmonology,VIEW_MEDS,PT-6104,WS-020,SUCCESS
2025-06-04 14:49:47,dwilson,Physician,Orthopedics,PRINT_SUMMARY,PT-6109,WS-008,SUCCESS
2025-06-04 15:09:18,dwilson,Physician,Orthopedics,VIEW_CHART,PT-6058,WS-014,SUCCESS
2025-06-04 15:09:22,jchen,Nurse,Cardiology,VIEW_MEDS,PT-6021,WS-009,SUCCESS
2025-06-04 15:13:43,kpatel,Nurse,Family Medicine,PRINT_SUMMARY,PT-6033,WS-010,SUCCESS
2025-06-04 15:14:00,jchen,Nurse,Cardiology,VIEW_LABS,PT-6008,WS-012,SUCCESS
2025-06-04 15:16:07,tbrown,Billing Specialist,Revenue Cycle,UPDATE_VITALS,PT-6074,WS-008,SUCCESS
2025-06-04 15:18:38,jchen,Nurse,Cardiology,VIEW_CHART,PT-6024,WS-005,SUCCESS
2025-06-04 15:24:50,dwilson,Physician,Orthopedics,PRINT_SUMMARY,PT-6095,WS-021,SUCCESS
2025-06-04 15:27:21,rsmith,Registration Clerk,Front Desk,PRINT_SUMMARY,PT-6072,WS-007,SUCCESS
2025-06-04 15:34:21,rsmith,Registration Clerk,Front Desk,VIEW_CHART,PT-6073,WS-010,SUCCESS
2025-06-04 15:40:48,dwilson,Physician,Orthopedics,VIEW_LABS,PT-6092,WS-011,SUCCESS
2025-06-04 15:44:57,agarcia,Nurse,Endocrinology,PRINT_SUMMARY,PT-6045,WS-021,SUCCESS
2025-06-04 15:47:58,dwilson,Physician,Orthopedics,VIEW_MEDS,PT-6035,WS-007,SUCCESS
2025-06-04 15:51:18,mlopez,Physician,Pulmonology,UPDATE_VITALS,PT-6033,WS-013,SUCCESS
2025-06-04 15:54:13,tbrown,Billing Specialist,Revenue Cycle,VIEW_LABS,PT-6059,WS-015,SUCCESS
2025-06-04 16:01:28,jchen,Nurse,Cardiology,VIEW_MEDS,PT-6083,WS-005,SUCCESS
2025-06-04 16:07:05,rsmith,Registration Clerk,Front Desk,UPDATE_VITALS,PT-6098,WS-020,SUCCESS
2025-06-04 16:07:07,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6099,WS-016,SUCCESS
2025-06-04 16:08:46,tbrown,Billing Specialist,Revenue Cycle,VIEW_CHART,PT-6000,WS-012,SUCCESS
2025-06-04 16:24:30,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6067,WS-012,SUCCESS
2025-06-04 16:35:13,agarcia,Nurse,Endocrinology,UPDATE_VITALS,PT-6031,WS-021,SUCCESS
2025-06-04 16:37:38,jchen,Nurse,Cardiology,PRINT_SUMMARY,PT-6065,WS-022,SUCCESS
2025-06-04 16:42:53,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6060,WS-021,SUCCESS
2025-06-04 16:43:34,jchen,Nurse,Cardiology,VIEW_MEDS,PT-6013,WS-003,SUCCESS
2025-06-04 16:56:29,mlopez,Physician,Pulmonology,VIEW_LABS,PT-6017,WS-001,SUCCESS
2025-06-04 17:04:35,kpatel,Nurse,Family Medicine,VIEW_CHART,PT-6109,WS-001,SUCCESS
2025-06-04 17:06:02,kpatel,Nurse,Family Medicine,VIEW_LABS,PT-6020,WS-024,SUCCESS
2025-06-04 17:17:58,jchen,Nurse,Cardiology,VIEW_MEDS,PT-6071,WS-017,SUCCESS
2025-06-04 17:24:57,tbrown,Billing Specialist,Revenue Cycle,VIEW_MEDS,PT-6084,WS-018,SUCCESS
2025-06-04 17:27:19,mlopez,Physician,Pulmonology,UPDATE_VITALS,PT-6051,WS-009,SUCCESS
2025-06-04 17:37:22,dwilson,Physician,Orthopedics,VIEW_MEDS,PT-6004,WS-001,SUCCESS
2025-06-04 17:42:07,tbrown,Billing Specialist,Revenue Cycle,VIEW_CHART,PT-6054,WS-021,SUCCESS
2025-06-04 17:42:43,mlopez,Physician,Pulmonology,PRINT_SUMMARY,PT-6082,WS-019,SUCCESS
2025-06-04 17:44:55,mlopez,Physician,Pulmonology,VIEW_CHART,PT-6095,WS-002,SUCCESS
2025-06-04 17:45:30,jchen,Nurse,Cardiology,UPDATE_VITALS,PT-6115,WS-015,SUCCESS
2025-06-04 17:53:53,agarcia,Nurse,Endocrinology,VIEW_CHART,PT-6004,WS-009,SUCCESS
2025-06-04 17:55:46,rsmith,Registration Clerk,Front Desk,VIEW_LABS,PT-6004,WS-001,SUCCESS
2025-06-04 17:58:46,kpatel,Nurse,Family Medicine,VIEW_LABS,PT-6112,WS-013,SUCCESS
2025-06-04 18:03:36,kpatel,Nurse,Family Medicine,PRINT_SUMMARY,PT-6060,WS-016,SUCCESS
2025-06-04 18:06:07,kpatel,Nurse,Family Medicine,UPDATE_VITALS,PT-6091,WS-002,SUCCESS
2025-06-04 18:14:20,mlopez,Physician,Pulmonology,VIEW_LABS,PT-6090,WS-005,SUCCESS
2025-06-04 18:15:34,tbrown,Billing Specialist,Revenue Cycle,VIEW_LABS,PT-6063,WS-006,SUCCESS
2025-06-04 18:16:45,agarcia,Nurse,Endocrinology,PRINT_SUMMARY,PT-6028,WS-013,SUCCESS
2025-06-04 18:23:27,rsmith,Registration Clerk,Front Desk,VIEW_CHART,PT-6105,WS-021,SUCCESS
2025-06-04 18:36:20,mlopez,Physician,Pulmonology,VIEW_CHART,PT-6082,WS-018,SUCCESS
